,Current Kills,Current Deaths,Health,Map Name,Weapon Name,Weapon Clip Size,Current Ammo,Player Team Score,Enemy Team Score,Timestamp,SessionID
68,1,1,26,de_mirage,weapon_p250,13,11,0,1,2021-01-09 17:25:15.510000,0
69,1,1,26,de_mirage,weapon_p250,13,10,0,1,2021-01-09 17:25:15.830000,0
70,1,1,26,de_mirage,weapon_p250,13,9,0,1,2021-01-09 17:25:15.990000,0
71,1,1,26,de_mirage,weapon_p250,13,8,0,1,2021-01-09 17:25:16.090000,0
72,1,1,26,de_mirage,weapon_p250,13,7,0,1,2021-01-09 17:25:16.370000,0
73,1,1,26,de_mirage,weapon_p250,13,6,0,1,2021-01-09 17:25:16.430000,0
74,1,1,26,de_mirage,weapon_p250,13,5,0,1,2021-01-09 17:25:16.620000,0
75,1,1,26,de_mirage,weapon_p250,13,4,0,1,2021-01-09 17:25:16.740000,0
76,1,1,26,de_mirage,weapon_p250,13,3,0,1,2021-01-09 17:25:16.930000,0
77,1,1,26,de_mirage,weapon_p250,13,2,0,1,2021-01-09 17:25:17.050000,0
78,1,1,26,de_mirage,weapon_p250,13,1,0,1,2021-01-09 17:25:17.200000,0
79,1,1,1,de_mirage,weapon_p250,13,0,0,1,2021-01-09 17:25:17.330000,0
80,1,2,100,de_mirage,weapon_usp_silencer,12,12,0,2,2021-01-09 17:25:32.260000,0
81,1,2,100,de_mirage,weapon_m4a1,30,30,0,2,2021-01-09 17:25:37.970000,0
82,1,2,100,de_mirage,weapon_m4a1,30,30,0,2,2021-01-09 17:25:42.220000,0
83,1,2,100,de_mirage,weapon_usp_silencer,12,12,0,2,2021-01-09 17:25:55.410000,0
84,1,2,100,de_mirage,weapon_m4a1,30,29,0,2,2021-01-09 17:26:10.730000,0
85,1,2,100,de_mirage,weapon_m4a1,30,28,0,2,2021-01-09 17:26:10.860000,0
86,1,2,100,de_mirage,weapon_m4a1,30,27,0,2,2021-01-09 17:26:12.410000,0
87,1,2,100,de_mirage,weapon_m4a1,30,26,0,2,2021-01-09 17:26:12.660000,0
88,1,2,67,de_mirage,weapon_m4a1,30,26,0,2,2021-01-09 17:26:12.850000,0
89,1,2,41,de_mirage,weapon_m4a1,30,25,0,2,2021-01-09 17:26:12.970000,0
90,1,3,100,de_mirage,weapon_usp_silencer,12,12,0,3,2021-01-09 17:26:57.050000,0
91,1,3,100,de_mirage,weapon_deagle,7,7,0,3,2021-01-09 17:27:00.860000,0
92,1,3,100,de_mirage,weapon_deagle,7,6,0,3,2021-01-09 17:27:29.200000,0
93,2,3,100,de_mirage,weapon_deagle,7,6,0,3,2021-01-09 17:27:29.290000,0
94,2,3,100,de_mirage,weapon_deagle,7,5,0,3,2021-01-09 17:27:30.560000,0
95,2,3,100,de_mirage,weapon_deagle,7,4,0,3,2021-01-09 17:27:31.140000,0
96,2,3,100,de_mirage,weapon_deagle,7,7,0,3,2021-01-09 17:27:32.360000,0
97,2,3,100,de_mirage,weapon_deagle,7,6,0,3,2021-01-09 17:27:37.100000,0
98,2,4,100,de_mirage,weapon_usp_silencer,12,12,0,4,2021-01-09 17:28:21.600000,0
99,2,4,100,de_mirage,weapon_m4a1,30,30,0,4,2021-01-09 17:28:26.300000,0
100,2,4,92,de_mirage,weapon_m4a1,30,30,0,4,2021-01-09 17:28:58.410000,0
101,2,4,84,de_mirage,weapon_m4a1,30,30,0,4,2021-01-09 17:28:58.660000,0
102,2,4,76,de_mirage,weapon_m4a1,30,30,0,4,2021-01-09 17:28:58.850000,0
103,2,4,68,de_mirage,weapon_m4a1,30,30,0,4,2021-01-09 17:28:59.040000,0
104,2,4,60,de_mirage,weapon_m4a1,30,30,0,4,2021-01-09 17:28:59.290000,0
105,2,4,52,de_mirage,weapon_m4a1,30,30,0,4,2021-01-09 17:28:59.450000,0
106,2,4,52,de_mirage,weapon_usp_silencer,12,12,0,4,2021-01-09 17:29:00.210000,0
107,2,4,52,de_mirage,weapon_m4a1,30,29,0,4,2021-01-09 17:29:04.650000,0
108,2,4,52,de_mirage,weapon_awp,10,9,0,4,2021-01-09 17:29:07.380000,0
109,2,4,52,de_mirage,weapon_usp_silencer,12,12,0,4,2021-01-09 17:29:09.230000,0
110,3,4,52,de_mirage,weapon_awp,10,8,0,4,2021-01-09 17:29:20.120000,0
111,3,4,52,de_mirage,weapon_usp_silencer,12,12,0,4,2021-01-09 17:29:41.100000,0
112,3,4,52,de_mirage,weapon_awp,10,7,0,4,2021-01-09 17:29:49.460000,0
113,3,4,52,de_mirage,weapon_awp,10,7,1,4,2021-01-09 17:29:59.970000,0
114,3,4,52,de_mirage,weapon_usp_silencer,12,12,1,4,2021-01-09 17:30:00.310000,0
115,3,4,100,de_mirage,weapon_usp_silencer,12,12,1,4,2021-01-09 17:30:04.750000,0
116,3,4,100,de_mirage,weapon_awp,10,10,1,4,2021-01-09 17:30:05.330000,0
117,3,4,100,de_mirage,weapon_m4a1,30,30,1,4,2021-01-09 17:30:10.430000,0
118,3,4,100,de_mirage,weapon_usp_silencer,12,12,1,4,2021-01-09 17:30:11.990000,0
119,3,4,100,de_mirage,weapon_m4a1,30,29,1,4,2021-01-09 17:31:16.940000,0
120,3,4,100,de_mirage,weapon_m4a1,30,28,1,4,2021-01-09 17:31:17.010000,0
121,3,4,100,de_mirage,weapon_m4a1,30,27,1,4,2021-01-09 17:31:17.130000,0
122,3,4,100,de_mirage,weapon_m4a1,30,26,1,4,2021-01-09 17:31:17.250000,0
123,3,4,100,de_mirage,weapon_m4a1,30,24,1,4,2021-01-09 17:31:17.380000,0
124,3,4,100,de_mirage,weapon_m4a1,30,23,1,4,2021-01-09 17:31:17.500000,0
125,4,4,100,de_mirage,weapon_m4a1,30,22,1,4,2021-01-09 17:31:17.570000,0
126,4,4,100,de_mirage,weapon_m4a1,30,21,1,4,2021-01-09 17:31:17.630000,0
127,4,4,100,de_mirage,weapon_m4a1,30,20,1,4,2021-01-09 17:31:17.720000,0
128,4,4,100,de_mirage,weapon_usp_silencer,12,12,1,4,2021-01-09 17:31:22.730000,0
129,4,4,100,de_mirage,weapon_m4a1,30,18,1,4,2021-01-09 17:31:55.650000,0
130,4,4,100,de_mirage,weapon_m4a1,30,16,1,4,2021-01-09 17:31:55.770000,0
131,4,4,100,de_mirage,weapon_m4a1,30,15,1,4,2021-01-09 17:31:55.890000,0
132,4,4,100,de_mirage,weapon_m4a1,30,14,1,4,2021-01-09 17:31:56.010000,0
133,5,4,100,de_mirage,weapon_m4a1,30,13,1,4,2021-01-09 17:31:56.140000,0
134,5,4,100,de_mirage,weapon_usp_silencer,12,12,2,4,2021-01-09 17:31:56.270000,0
135,5,4,100,de_mirage,weapon_m4a1,30,12,2,4,2021-01-09 17:31:57.400000,0
136,5,4,100,de_mirage,weapon_awp,10,10,2,4,2021-01-09 17:32:09.270000,0
137,5,4,100,de_mirage,weapon_usp_silencer,12,12,2,4,2021-01-09 17:32:14.160000,0
138,5,4,100,de_mirage,weapon_m4a1_silencer,25,25,2,4,2021-01-09 17:32:28.740000,0
139,5,4,100,de_mirage,weapon_m4a1_silencer,25,24,2,4,2021-01-09 17:32:34.230000,0
140,5,4,100,de_mirage,weapon_m4a1_silencer,25,23,2,4,2021-01-09 17:32:34.360000,0
141,5,4,100,de_mirage,weapon_m4a1_silencer,25,22,2,4,2021-01-09 17:32:34.480000,0
142,5,4,100,de_mirage,weapon_m4a1_silencer,25,20,2,4,2021-01-09 17:32:34.540000,0
143,5,4,74,de_mirage,weapon_m4a1_silencer,25,20,2,4,2021-01-09 17:32:34.600000,0
144,5,4,74,de_mirage,weapon_m4a1_silencer,25,19,2,4,2021-01-09 17:32:34.730000,0
145,5,4,74,de_mirage,weapon_m4a1_silencer,25,18,2,4,2021-01-09 17:32:34.790000,0
146,5,4,74,de_mirage,weapon_m4a1_silencer,25,17,2,4,2021-01-09 17:32:34.850000,0
147,5,4,74,de_mirage,weapon_m4a1_silencer,25,16,2,4,2021-01-09 17:32:34.980000,0
148,5,4,74,de_mirage,weapon_m4a1_silencer,25,15,2,4,2021-01-09 17:32:35.040000,0
149,6,4,74,de_mirage,weapon_m4a1_silencer,25,14,2,4,2021-01-09 17:32:35.160000,0
150,6,4,74,de_mirage,weapon_m4a1_silencer,25,13,2,4,2021-01-09 17:32:35.250000,0
151,6,4,74,de_mirage,weapon_m4a1_silencer,25,12,2,4,2021-01-09 17:32:35.320000,0
152,6,4,74,de_mirage,weapon_m4a1_silencer,25,11,2,4,2021-01-09 17:32:35.570000,0
153,6,4,74,de_mirage,weapon_m4a1_silencer,25,10,2,4,2021-01-09 17:32:35.600000,0
154,6,4,25,de_mirage,weapon_m4a1_silencer,25,10,2,4,2021-01-09 17:32:38.610000,0
155,6,4,25,de_mirage,weapon_m4a1_silencer,25,9,2,4,2021-01-09 17:32:39.410000,0
156,6,4,25,de_mirage,weapon_m4a1_silencer,25,8,2,4,2021-01-09 17:32:39.480000,0
157,7,4,25,de_mirage,weapon_m4a1_silencer,25,7,2,4,2021-01-09 17:32:39.540000,0
158,7,4,25,de_mirage,weapon_m4a1_silencer,25,5,3,4,2021-01-09 17:32:39.800000,0
159,7,4,25,de_mirage,weapon_usp_silencer,12,12,3,4,2021-01-09 17:32:41.420000,0
160,7,4,100,de_mirage,weapon_m4a1_silencer,25,25,3,4,2021-01-09 17:32:44.570000,0
161,7,4,100,de_mirage,weapon_usp_silencer,12,12,3,4,2021-01-09 17:32:50.020000,0
162,7,4,100,de_mirage,weapon_m4a1_silencer,25,24,3,4,2021-01-09 17:33:11.470000,0
163,7,4,100,de_mirage,weapon_m4a1_silencer,25,23,3,4,2021-01-09 17:33:11.600000,0
164,7,4,100,de_mirage,weapon_m4a1_silencer,25,22,3,4,2021-01-09 17:33:11.720000,0
165,7,4,100,de_mirage,weapon_m4a1_silencer,25,21,3,4,2021-01-09 17:33:11.860000,0
166,7,4,100,de_mirage,weapon_m4a1_silencer,25,20,3,4,2021-01-09 17:33:11.890000,0
167,7,4,66,de_mirage,weapon_m4a1_silencer,25,19,3,4,2021-01-09 17:33:11.960000,0
168,7,4,66,de_mirage,weapon_m4a1_silencer,25,18,3,4,2021-01-09 17:33:11.990000,0
169,8,4,66,de_mirage,weapon_m4a1_silencer,25,18,3,4,2021-01-09 17:33:12.110000,0
170,8,4,66,de_mirage,weapon_m4a1_silencer,25,17,3,4,2021-01-09 17:33:12.240000,0
171,8,4,66,de_mirage,weapon_m4a1_silencer,25,16,3,4,2021-01-09 17:33:12.360000,0
172,8,4,66,de_mirage,weapon_usp_silencer,12,12,3,4,2021-01-09 17:33:14.730000,0
173,8,4,66,de_mirage,weapon_m4a1_silencer,25,25,3,4,2021-01-09 17:33:21.850000,0
174,8,4,66,de_mirage,weapon_m4a1_silencer,25,24,3,4,2021-01-09 17:33:24.950000,0
175,8,4,66,de_mirage,weapon_m4a1_silencer,25,23,3,4,2021-01-09 17:33:25.010000,0
176,9,4,66,de_mirage,weapon_m4a1_silencer,25,22,3,4,2021-01-09 17:33:25.140000,0
177,9,4,66,de_mirage,weapon_m4a1_silencer,25,21,3,4,2021-01-09 17:33:25.270000,0
178,9,4,66,de_mirage,weapon_m4a1_silencer,25,20,3,4,2021-01-09 17:33:25.330000,0
179,9,4,66,de_mirage,weapon_m4a1_silencer,25,19,3,4,2021-01-09 17:33:25.430000,0
180,9,4,66,de_mirage,weapon_m4a1_silencer,25,18,3,4,2021-01-09 17:33:27.360000,0
181,9,4,66,de_mirage,weapon_m4a1_silencer,25,17,3,4,2021-01-09 17:33:27.460000,0
182,9,4,66,de_mirage,weapon_m4a1_silencer,25,16,3,4,2021-01-09 17:33:27.550000,0
183,9,4,66,de_mirage,weapon_m4a1_silencer,25,15,3,4,2021-01-09 17:33:27.580000,0
184,9,4,66,de_mirage,weapon_m4a1_silencer,25,14,3,4,2021-01-09 17:33:27.740000,0
185,9,4,66,de_mirage,weapon_m4a1_silencer,25,13,3,4,2021-01-09 17:33:27.830000,0
186,9,4,32,de_mirage,weapon_m4a1_silencer,25,13,3,4,2021-01-09 17:33:27.890000,0
187,9,4,32,de_mirage,weapon_m4a1_silencer,25,12,3,4,2021-01-09 17:33:27.950000,0
188,9,4,32,de_mirage,weapon_m4a1_silencer,25,11,3,4,2021-01-09 17:33:28.070000,0
189,9,4,32,de_mirage,weapon_m4a1_silencer,25,10,3,4,2021-01-09 17:33:28.140000,0
190,10,4,32,de_mirage,weapon_m4a1_silencer,25,9,3,4,2021-01-09 17:33:28.260000,0
191,10,4,32,de_mirage,weapon_m4a1_silencer,25,7,3,4,2021-01-09 17:33:28.380000,0
192,10,4,32,de_mirage,weapon_m4a1_silencer,25,6,3,4,2021-01-09 17:33:28.510000,0
193,10,4,19,de_mirage,weapon_m4a1_silencer,25,6,3,4,2021-01-09 17:33:28.760000,0
194,10,4,19,de_mirage,weapon_usp_silencer,12,12,3,4,2021-01-09 17:33:36.160000,0
195,10,5,100,de_mirage,weapon_usp_silencer,12,12,4,4,2021-01-09 17:34:53.630000,0
196,10,5,100,de_mirage,weapon_m4a1,30,30,4,4,2021-01-09 17:34:56.840000,0
197,10,6,100,de_mirage,weapon_usp_silencer,12,12,5,4,2021-01-09 17:36:14.830000,0
198,10,6,100,de_mirage,weapon_m4a1,30,30,5,4,2021-01-09 17:36:24.860000,0
199,10,6,100,de_mirage,weapon_m4a1,30,29,5,4,2021-01-09 17:36:44.730000,0
200,10,6,100,de_mirage,weapon_m4a1,30,28,5,4,2021-01-09 17:36:45.220000,0
201,10,6,100,de_mirage,weapon_m4a1,30,27,5,4,2021-01-09 17:36:45.340000,0
202,10,6,100,de_mirage,weapon_m4a1,30,25,5,4,2021-01-09 17:36:45.460000,0
203,10,6,100,de_mirage,weapon_m4a1,30,24,5,4,2021-01-09 17:36:45.520000,0
204,10,6,100,de_mirage,weapon_m4a1,30,23,5,4,2021-01-09 17:36:45.840000,0
205,10,6,100,de_mirage,weapon_m4a1,30,22,5,4,2021-01-09 17:36:45.900000,0
206,10,6,100,de_mirage,weapon_usp_silencer,12,12,5,4,2021-01-09 17:36:46.090000,0
207,10,6,100,de_mirage,weapon_m4a1,30,30,5,4,2021-01-09 17:36:51.520000,0
208,10,6,100,de_mirage,weapon_m4a1,30,30,6,4,2021-01-09 17:37:59.200000,0
209,10,6,100,de_mirage,weapon_usp_silencer,12,12,6,4,2021-01-09 17:37:59.510000,0
210,10,6,100,de_mirage,weapon_m4a1,30,29,6,4,2021-01-09 17:38:26.900000,0
211,10,6,100,de_mirage,weapon_m4a1,30,28,6,4,2021-01-09 17:38:27.020000,0
212,10,7,100,de_mirage,weapon_usp_silencer,12,12,6,5,2021-01-09 17:39:24.390000,0
213,10,7,100,de_mirage,weapon_m4a1,30,30,6,5,2021-01-09 17:39:33.860000,0
214,10,7,82,de_mirage,weapon_usp_silencer,12,12,6,5,2021-01-09 17:39:54.970000,0
215,10,7,82,de_mirage,weapon_m4a1,30,30,6,5,2021-01-09 17:39:55.010000,0
216,10,7,82,de_mirage,weapon_m4a1,30,28,6,5,2021-01-09 17:39:56.270000,0
217,10,7,82,de_mirage,weapon_m4a1,30,27,6,5,2021-01-09 17:39:57.720000,0
218,10,7,82,de_mirage,weapon_m4a1,30,25,6,5,2021-01-09 17:39:57.970000,0
219,10,7,82,de_mirage,weapon_m4a1,30,24,6,5,2021-01-09 17:39:58.030000,0
220,10,7,82,de_mirage,weapon_m4a1,30,23,6,5,2021-01-09 17:39:58.160000,0
221,10,7,82,de_mirage,weapon_m4a1,30,22,6,5,2021-01-09 17:39:58.220000,0
222,10,7,82,de_mirage,weapon_m4a1,30,21,6,5,2021-01-09 17:39:58.340000,0
223,11,7,82,de_mirage,weapon_m4a1,30,20,6,5,2021-01-09 17:39:58.370000,0
224,11,7,82,de_mirage,weapon_m4a1,30,19,6,5,2021-01-09 17:39:58.440000,0
225,11,7,82,de_mirage,weapon_m4a1,30,18,6,5,2021-01-09 17:39:58.590000,0
226,11,7,82,de_mirage,weapon_m4a1,30,17,6,5,2021-01-09 17:39:58.690000,0
227,11,7,82,de_mirage,weapon_m4a1,30,16,6,5,2021-01-09 17:39:58.810000,0
228,11,7,82,de_mirage,weapon_usp_silencer,12,12,6,5,2021-01-09 17:39:59.280000,0
229,11,7,49,de_mirage,weapon_m4a1,30,16,6,5,2021-01-09 17:39:59.750000,0
230,11,7,23,de_mirage,weapon_m4a1,30,16,6,5,2021-01-09 17:39:59.940000,0
231,11,8,100,de_mirage,weapon_usp_silencer,12,12,7,5,2021-01-09 17:41:53.170000,0
232,11,8,100,de_mirage,weapon_famas,25,25,7,5,2021-01-09 17:42:04.670000,0
233,11,8,100,de_mirage,weapon_usp_silencer,12,11,7,5,2021-01-09 17:42:07.780000,0
234,11,8,100,de_mirage,weapon_usp_silencer,12,10,7,5,2021-01-09 17:42:09.040000,0
235,11,8,100,de_mirage,weapon_usp_silencer,12,12,7,5,2021-01-09 17:42:10.040000,0
236,11,8,100,de_mirage,weapon_famas,25,25,7,5,2021-01-09 17:42:20.570000,0
237,11,9,100,de_mirage,weapon_usp_silencer,12,12,7,6,2021-01-09 17:42:58.550000,0
238,11,9,100,de_mirage,weapon_fiveseven,20,20,7,6,2021-01-09 17:43:05.680000,0
239,11,9,100,de_mirage,weapon_fiveseven,20,19,7,6,2021-01-09 17:44:28.450000,0
240,11,10,100,de_mirage,weapon_usp_silencer,12,12,8,6,2021-01-09 17:45:19.850000,0
241,11,10,100,de_mirage,weapon_famas,25,25,8,6,2021-01-09 17:45:46.990000,0
242,11,10,100,de_mirage,weapon_famas,25,24,8,6,2021-01-09 17:47:06.520000,0
243,11,10,100,de_mirage,weapon_famas,25,23,8,6,2021-01-09 17:47:06.710000,0
244,11,10,100,de_mirage,weapon_famas,25,22,8,6,2021-01-09 17:47:07.260000,0
245,11,10,100,de_mirage,weapon_famas,25,21,8,6,2021-01-09 17:47:13.100000,0
246,11,10,100,de_mirage,weapon_famas,25,20,8,6,2021-01-09 17:47:13.130000,0
247,11,11,100,de_mirage,weapon_glock,20,20,7,8,2021-01-09 17:47:41.350000,0
248,11,11,100,de_mirage,weapon_glock,20,20,8,7,2021-01-09 17:47:41.560000,0
249,11,11,100,de_mirage,weapon_glock,20,19,8,7,2021-01-09 17:48:11.970000,0
250,11,12,100,de_mirage,weapon_glock,20,20,8,8,2021-01-09 17:48:55.020000,0
251,11,12,100,de_mirage,weapon_glock,20,19,8,8,2021-01-09 17:49:26.620000,0
252,11,12,100,de_mirage,weapon_glock,20,18,8,8,2021-01-09 17:49:26.840000,0
253,11,12,100,de_mirage,weapon_glock,20,17,8,8,2021-01-09 17:49:26.960000,0
254,11,12,100,de_mirage,weapon_glock,20,16,8,8,2021-01-09 17:49:27.080000,0
255,11,12,73,de_mirage,weapon_glock,20,16,8,8,2021-01-09 17:49:31.270000,0
256,11,12,73,de_mirage,weapon_glock,20,15,8,8,2021-01-09 17:49:31.330000,0
257,11,12,39,de_mirage,weapon_glock,20,15,8,8,2021-01-09 17:49:31.390000,0
258,11,12,39,de_mirage,weapon_glock,20,14,8,8,2021-01-09 17:49:31.610000,0
259,11,12,39,de_mirage,weapon_glock,20,13,8,8,2021-01-09 17:49:31.740000,0
260,11,12,39,de_mirage,weapon_glock,20,12,8,8,2021-01-09 17:49:31.800000,0
261,11,12,19,de_mirage,weapon_glock,20,11,8,8,2021-01-09 17:49:32.100000,0
262,11,13,100,de_mirage,weapon_ak47,30,30,8,9,2021-01-09 17:49:54.640000,0
263,11,13,100,de_mirage,weapon_glock,20,20,8,9,2021-01-09 17:49:56.360000,0
264,11,13,10,de_mirage,weapon_ak47,30,30,8,9,2021-01-09 17:50:54.290000,0
265,11,14,100,de_mirage,weapon_glock,20,20,8,10,2021-01-09 17:51:01.250000,0
266,11,14,100,de_mirage,weapon_tec9,18,18,8,10,2021-01-09 17:51:04.360000,0
267,11,14,99,de_mirage,weapon_tec9,18,18,8,10,2021-01-09 17:51:28.490000,0
268,11,14,97,de_mirage,weapon_tec9,18,18,8,10,2021-01-09 17:51:28.680000,0
269,11,14,94,de_mirage,weapon_tec9,18,18,8,10,2021-01-09 17:51:28.870000,0
270,11,14,90,de_mirage,weapon_tec9,18,18,8,10,2021-01-09 17:51:29.120000,0
271,11,14,86,de_mirage,weapon_tec9,18,18,8,10,2021-01-09 17:51:29.180000,0
272,11,14,86,de_mirage,weapon_tec9,18,17,8,10,2021-01-09 17:51:30.220000,0
273,11,14,86,de_mirage,weapon_tec9,18,16,8,10,2021-01-09 17:51:30.280000,0
274,11,14,86,de_mirage,weapon_tec9,18,15,8,10,2021-01-09 17:51:30.460000,0
275,11,15,100,de_mirage,weapon_glock,20,20,8,11,2021-01-09 17:51:45.130000,0
